Title,date
"<p>-- Hi Guides (Beijing, China), travel tour guide provider: <a href=""https://www.chinamoneynetwork.com/2018/03/01/dealshot-sequoia-leads-50m-series-c-round-chinese-travel-guide-booking-service-platform-hi-guides"">$50M</a> C led by Sequoia, participation from Concord, Matrix.</p>",2018-03-01
"<p>-- Urban Ladder (Bengaluru, India), online furniture marketplace: <a href=""https://entrackr.com/2018/03/urban-ladder-bags-12-mn/"">$12M</a> from Kalaari, Sequoia, Steadview, SAIF.</p>",2018-03-01
"<p>-- <a href=""http://www.tcgplayer.com/"">TCGplayer</a> (Syracuse, NY), online marketplace for collectibles and e-commerce solutions for hobby retailers: <a href=""http://www.finsmes.com/2018/02/tcgplayer-receives-10m-growth-equity-investment-from-radian-capital.html"">$10M</a> from undisclosed sources.</p>",2018-03-01
"<p>-- <a href=""http://www.getspruceup.com/"">Spruce Up</a> (Seattle, WA), AI-based personalized home design shopping platform: <a href=""http://www.finsmes.com/2018/02/spruce-up-raises-1-5m-in-funding.html"">$1.5M</a> from Two Sigma, Madrona, Maveron, Female Founders Fund, Peterson.</p>",2018-03-01
"<p>-- <a href=""http://www.joieful.com/"">Joieful</a> (New Orleans, LA), app for visitors to New Orleans: <a href=""http://www.finsmes.com/2018/02/joieful-raising-1-2m-in-series-a-funding.html"">$12M</a> A from undisclosed sources.</p>",2018-03-01
<p><strong>--Cybersecurity--</strong></p>,2018-03-01
"<p>-- <a href=""https://www.bugcrowd.com/"">Bugcrowd</a> (San Francisco, CA), bug bounty platform for cybersecurity hackers: <a href=""https://techcrunch.com/2018/03/01/bugcrowd-bug-bounty-platform-gets-big-boost-with-26-million-series-c-investment/"">$26M</a> C led by Triangle Peak Partners/ Blackbird, Costanoa, Industry, Paladin, Rally, Salesforce, Stanford.</p>",2018-03-01
"<p>-- <a href=""https://cyberx-labs.com/"">CyberX</a> (Boston, MA), IoT industrial control and security: <a href=""http://www.finsmes.com/2018/02/cyberx-raises-18m-in-series-b-funding.html"">$18M</a> B led by Norwest Venture Partners, participation from Glilot, Flint, ff, OurCrowd.</p>",2018-03-01
"<p>-- <a href=""https://counterflow.ai/"">CounterFlow AI</a> (CHarlottesville, VA), threat-hunting solutions: <a href=""http://www.finsmes.com/2018/02/counterflow-ai-closes-2-7m-in-seed-funding.html"">$2.7M</a> Seed from Osage University Partners, angels.</p>",2018-03-01
<p><strong>--AI/Machine Learning--</strong></p>,2018-03-01
"<p>-- <a href=""http://www.mist.com/"">Mist</a> (Cupertino, CA), self learning wireless networks for predictability purposes: <a href=""http://www.finsmes.com/2018/02/mist-closes-46m-series-c-financing.html"">$46M</a> C led by KPBC, participation from Lightspeed, Norwest, GV, NTT DOCOMO, Dimension Data.</p>",2018-03-01
<p><strong>--Robotics--</strong></p>,2018-03-01
"<p>-- <a href=""http://www.magazino.eu/"">Magazino</a> (Munich, Germany), intralogistical perception-driven robots: <a href=""http://www.finsmes.com/2018/02/magazino-raises-24-8m-in-funding.html"">$24.8M</a> led  by Körber Group, participation from Cellcom, Zalando, Fiege Logistics.</p>",2018-03-01
"<p>-- <a href=""https://www.citadelthreatmanagement.com/"">Citadel</a> (San Diego, CA), system to remove unauthorized drones from given skyspaces: <a href=""http://www.finsmes.com/2018/02/citadel-closes-12m-series-a-funding.html"">$12M</a> A from Lightspeed Venture Partners.</p>",2018-03-01
<p><strong>--Fintech--</strong></p>,2018-03-01
"<p>-- Xintairuan (Shanghai, China), online salary payment solution: <a href=""https://www.chinamoneynetwork.com/2018/03/01/dealshot-sequoia-leads-50m-series-c-round-chinese-travel-guide-booking-service-platform-hi-guides"">$15.8M</a> Pre-A from Hongjiao, Damao Network Technology.</p>",2018-03-01
"<p>-- <a href=""https://current.com/"">Current</a> (US), debit card for teens with parental controls: <a href=""http://www.finsmes.com/2018/03/current-receives-strategic-investment-from-fifth-third-bancorp.html"">$5M</a> from Fifth Third Capital.</p>",2018-03-01
<p><strong>--Edtech--</strong></p>,2018-03-01
"<p>-- Onion Math (China), online k-12 education platform: <a href=""https://www.chinamoneynetwork.com/2018/03/01/dealshot-sequoia-leads-50m-series-c-round-chinese-travel-guide-booking-service-platform-hi-guides"">$19M</a> C led by Legend Capital, Tencent.</p>",2018-03-01
<p><strong>--AR/VR--</strong></p>,2018-03-01
"<p>-- <a href=""http://www.linius.com/"">Linius</a> (Melbourne, Australia), video virtualization platform: <a href=""http://www.finsmes.com/2018/02/linius-technologies-completes-a-10-million-capital-raising.html"">$7.7M</a> from undisclosed sources.</p>",2018-03-01
"<p>-- <a href=""https://edgybees.com/"">Edgybees</a> (Santa Clara, CA), AR platform to impose information (e.g. street names) on live streams: <a href=""https://techcrunch.com/2018/02/28/edgybees-raises-5-5m-to-bring-better-ar-to-cars-and-drones/"">$5.5M</a> from Motorola Solutions, Verizon, 8VC, NFX, Aspect, et al.</p>",2018-03-01
"<p>-- <a href=""https://www.orcam.com/en/"">OrCam</a> (Israel), visual aid for blind patients: <a href=""https://www.dealstreetasia.com/stories/orcam-valuation-1bn-92749/?utm_content=buffer1311d&amp;utm_medium=social&amp;utm_source=twitter.com&amp;utm_campaign=buffer"">$30M</a> from Clal Insurance, Meitav Dash. Valued the company at $1B as it prepares for an IPO.</p>",2018-02-20
"<p>-- <a href=""http://www.morphisec.com/"">Morphisec</a> (Be’er Sheva, Israel), endpoint threat protection: <a href=""http://www.finsmes.com/2018/02/morphisec-raises-12m-series-b-funding-round.html"">$12M</a> B from Orange Digital, Jerusalem, Deutsche Telekom, La Maison, Portgage, OurCrowd, Kodem, Evolution.</p>",2018-02-20
"<p>-- <a href=""http://synergiam.com/"">Synergia</a> (Mont-Saint-Guibert, Belgium), opto-electronics neurostimulation medical devices: <a href=""http://www.finsmes.com/2018/02/synergia-raises-e8-1m-in-series-a-funding.html"">$10M</a> A led by Newton Biocapital, participation from Financière Spin-off Luxembourgeoise, SRIW, SFPI-FPIM.</p>",2018-02-20
"<p>-- <a href=""http://www.lumigrow.com/"">LumiGrowth</a> (Emeryville, CA), smart horticultural LED lighting solutions: <a href=""http://www.finsmes.com/2018/02/lumigrow-completes-5-1m-bridge-financing.html"">$5.1M</a> Bridge from Ecosystem Integrity Fund, ValueAct Spring Master Fund, Greenhouse.</p>",2018-02-20
"<p>-- <a href=""http://evelar.com/"">Evelar Solar</a> (Salt Lake City, UT), platform to measure household energy usage and designate potential solar power candidates: <a href=""http://www.finsmes.com/2018/02/evelar-solar-completes-5m-series-a-and-mezzanine-financing-round.html"">$5M</a> A from Black Oak Capital Partners.</p>",2018-02-20
"<p>-- <a href=""http://www.bruvue.com/"">BruVue</a> (Raleigh, NC), beverage inventory system: <a href=""http://www.finsmes.com/2018/02/bruvue-raises-1m-in-seed-funding.html"">$1M</a> Seed from undisclosed sources.</p>",2018-02-20
"<p>-- <a href=""http://www.bitzumi.com/"">Bitzumi</a> (Newport Beach, CA), digital content/asset platform for cryptocurrency/blockchain tech: <a href=""http://www.finsmes.com/2018/02/bitzumi-receives-1m-investment-from-acacia-research.html"">$1M</a> from Acacia Research. Founder <a href=""https://www.linkedin.com/in/jamesaltucher/"">James Altucher</a> is a bestselling author, producer, and prolific angel investor.</p>",2018-02-20
<p><strong>--Enterprise--</strong></p>,2018-02-18
"<p>-- <a href=""http://jd.com/"">JD Logistics</a> (China), logistics arm of China's largest online retailer, JD.com: <a href=""http://www.finsmes.com/2018/02/jd-logistics-receives-2-5-billion-financing.html"">$2.5B</a> from Hillhouse, Sequoia, China Merchants, Tencent, China Life, China Development Bank, China Structural Reform, ICBC International.</p>",2018-02-18
"<p>-- <a href=""http://www.reflektive.com/"">Reflektive</a> (San Francisco, CA), core performance management apps for employee/management communication: <a href=""http://www.finsmes.com/2018/02/reflektive-raises-60m-in-series-c-funding.html"">$60M</a> C led by TPG Growth, participation from Andreessen Horowitz, Lightspeed.</p>",2018-02-18
"<p>-- <a href=""http://uncommon.co/"">Uncommon.co</a> (Palo Alto, CA), automated talent marketplace: <a href=""http://www.finsmes.com/2018/02/uncomnon-co-raises-18m-in-series-a-funding.html"">$18M</a> A from Canaan, Spark, Zeev.</p>",2018-02-18
"<p>-- Adaptive Studios (Culver City, CA), entertainment studio for traditional and emerging platforms: <a href=""http://www.finsmes.com/2018/02/adaptive-studios-raises-16-5m-in-series-b-funding.html"">$16.5M</a> B from AMC Networks, Atwater. </p>",2018-02-18
"<p>-- <a href=""https://www.dronebase.com/"">DroneBase</a> (Los Angeles, CA), platform to provide drone aerial image data from pilot network: <a href=""http://www.finsmes.com/2018/02/dronebase-secures-12m-in-series-b-funding.html"">$12M</a> B led by Union Square Ventures, Upfront Ventures, participation from DJI, Hearst, Pritzker. Graduate Y Combinator.</p>",2018-02-18
"<p>-- <a href=""https://www.dailypay.com/"">DailyPay</a> (New York, NY), platform for real-time access to earned wages and bill payment: <a href=""http://www.finsmes.com/2018/02/dailypay-raises-9m-in-series-b-funding.html"">$9M</a> B led by Intercept Ventures, participation from RPM, Inspiration, Draper Frontier.</p>",2018-02-18
"<p>-- <a href=""http://www.vydia.com/"">Vydia</a> (Holmdel, NJ), digital rights management and monetization platform: <a href=""https://www.billboard.com/biz/articles/news/digital-and-mobile/8099997/content-management-monetization-startup-vydia-raises-7m?utm_source=dlvr.it&amp;utm_medium=twitter"">$7M</a> A led by Vocap Investment Partners, participation from Newark Venture.</p>",2018-02-18
"<p>-- <a href=""http://www.workast.io/"">Workast</a> (Santa Monica, CA), team organization and management assistance platform: <a href=""http://www.finsmes.com/2018/02/workast-secures-1-85m-in-seed-funding.html"">$1.85M</a> Seed led by Greycroft Partners, participation from Spider, Mucker, Dream Incubator.</p>",2018-02-18
"<p>-- <a href=""http://www.inwhatlanguage.com/"">inWhatLanguage</a> (Salt Lake City, UT), large-scale translation and localization services: <a href=""http://www.finsmes.com/2018/02/inwhatlanguage-receives-1-25m-in-funding.html"">$1.25M</a> from Enhanced Community Development.</p>",2018-02-18
<p><strong>--Biotech/Health--</strong></p>,2018-02-18
"<p>-- <a href=""http://www.celularity.com/"">Celularity</a> (Warren, NJ), stem cell-based therapies derived from the placenta: <a href=""http://www.finsmes.com/2018/02/celularity-raises-250m-in-funding.html"">$250M</a> from Celgene, United Therapeutics, Sorrento, Homan Longevity, Genting, Dreyfus Family, Section 32, Heritage.</p>",2018-02-18
"<p>-- <a href=""http://www.perflow.com/"">Perflow</a> (Tel Aviv, Israel), neurovascular intervention tools: <a href=""http://www.finsmes.com/2018/02/perflow-medical-closes-12m-financing-round.html"">$12M</a> from undisclosed sources.</p>",2018-02-18
"<p>-- <a href=""http://www.tremeaurx.com/"">Tremeau</a> (Cambridge, MA), non-opioid pain medication: <a href=""http://www.finsmes.com/2018/02/tremeau-completes-5-2m-equity-funding.html"">$5.2M</a> from undisclosed sources.</p>",2018-02-18
"<p>-- <a href=""http://transparencyls.com/"">Transparency Life Sciences</a> (New York, NY), digital drug development clinical services: <a href=""http://www.finsmes.com/2018/02/transparency-life-sciences-raises-5-0m-in-series-a-financing.html"">$5M</a> A led by New Ventures.</p>",2018-02-18
<p><strong>--Consumer Internet--</strong></p>,2018-02-18
"<p>-- <a href=""http://www.harrys.com/"">Harry's</a> (New York, NY), subscription delivery shaving service: <a href=""https://www.nytimes.com/2018/02/15/business/dealbook/harrys-shaving-financing.html"">$112M</a> from Alliance Consumer Growth, Temasek, et al. To expand beyond men's grooming products.</p>",2018-02-18
"<p>-- <a href=""http://www.limebike.com/"">LimeBike</a> (San Mateo, CA), dockless bike-sharing app: <a href=""http://www.finsmes.com/2018/02/limebike-raises-additional-70m-in-series-b-extension-round.html"">$75M</a> B from Fifth Wall Ventures, Rainbow Technology.</p>",2018-02-18
"<p>-- <a href=""https://www.zoomcar.com/"">Zoomcar</a> (India), on-demand car rental service: <a href=""https://techcrunch.com/2018/02/16/zoomcar-raises-40m/"">$40M</a> C led by Mahindra &amp; Mahindra, participation from Sequoia, Nokia Growth, FundersClub, et al.</p>",2018-02-18
"<p>-- <a href=""http://www.onxmaps.com/"">onXmaps</a> (Missoula, MT), mobile mapping app for outdoor activities: <a href=""http://www.finsmes.com/2018/02/onxhunt-closes-20-3m-growth-equity-funding.html"">$20.3M</a> led by Summit Partners, participation from Bessemer, Millennium Technology Value, Next Frontier, Steve Burke.</p>",2018-02-18
<p><strong>--Fintech--</strong></p>,2018-02-18
"<p>-- <a href=""https://www.roostify.com/"">Roostify</a> (San Francisco, CA), digital lending platform for enterprise loans: <a href=""http://www.finsmes.com/2018/02/roostify-closes-25m-series-b-funding.html"">$25M</a> B from Cota, Point72, Santander Innoventures, JPMorgan Chase, Colchis, USAA.</p>",2018-02-18
"<p>-- <a href=""https://lydia-app.com/"">Lydia</a> (France), mobile payments system: <a href=""https://techcrunch.com/2018/02/15/lydia-raises-161-million-to-become-the-paypal-of-mobile-payments/"">$16.1M</a> led by CNP Assurances, participation from XAnge, New Alpha AM, Oddo BHF, Groupe Duval.</p>",2018-02-18
"<p>-- <a href=""http://www.algorand.com/"">Algorand</a> (Boston, MA), blockchain payments platform: <a href=""http://www.finsmes.com/2018/02/algorand-raises-4m-in-seed-funding.html"">$4M</a> Seed from Pillar, Union Square Ventures.</p>",2018-02-18
"<p>-- <a href=""http://blockfi.com/"">Blockfi</a> (New York, NY), loans for crypto-asset owners: <a href=""http://www.finsmes.com/2018/02/blockfi-raises-1-55m-in-seed-funding.html"">$1.55M</a> Seed from ConsenSys, Kenetic, PJC, SoFi, Purple Arch, Lumenary.</p>",2018-02-18
<p><strong>--Edtech--</strong></p>,2018-02-18
"<p>-- <a href=""http://su.org/"">Singularity</a> University (California), platform to educate influential individuals/organizations in the use of emerging tech: <a href=""http://www.finsmes.com/2018/02/singularity-university-raises-32m-in-series-b-funding.html"">$32M</a> B led by WestRiver Group, Boeing, participation from Silicon Valley Bank, TAL Education, Mukita, PeopleFund.</p>",2018-02-18
<p><strong>--Robotics--</strong></p>,2018-02-18
"<p>-- <a href=""https://www.cs-robotics.com/"">CommonSense Robotics</a> (Tel Aviv, Israel), micro-fulfillment centers for supermarkets staffed by AI-based robotics to store and process inventory: <a href=""http://www.finsmes.com/2018/02/commonsense-robotics-raises-20m-series-a-funding.html"">$20M</a> A led by Playground Global, participation from Aleph, Innovation.</p>",2018-02-18
"<p>-- <a href=""http://www.misorobotics.com/"">Miso Robotics</a> (Pasadena, CA), adaptable robotic kitchen assistants with AI platform: <a href=""http://www.finsmes.com/2018/02/miso-robotics-secures-10m-in-series-b-funding.html"">$10M</a> B led by Acacia Research Corporation, participation from Levy, Joseph Essas, Cali Group, et al.</p>",2018-02-18
<p><strong>--Dev--</strong></p>,2018-02-18
"<p>-- <a href=""http://www.hypergrid.com/"">HyperGrid</a> (San Jose, CA), varied multi-cloud platform for app deployment and management: <a href=""http://www.finsmes.com/2018/02/hypergrid-completes-15m-funding.html"">$15M</a> from Acero, Atlantic Bridge, et al.</p>",2018-02-18
<p><strong>--AR/VR--</strong></p>,2018-02-18
"<p>-- <a href=""http://www.livelikevr.com/"">LiveLike</a> (New York, NY), AR/VR sports live streaming platform: <a href=""http://www.finsmes.com/2018/02/livelike-secures-9-6m-in-series-b-funding.html"">$9.6M</a> B from Greycroft, Lepe, David Stern, Evolution Media, Courtside, Elysian Park, Dentsu, GC VR Gaming Tracker. Founder and CEO <a href=""https://www.linkedin.com/in/andrelorenceau/?locale=de_DE"">Andre Lorenceau</a> was named to Forbes 30 under 30 2017.</p>",2018-02-18
<p><strong>--Biotech/Health--</strong></p>,2018-02-15
"<p>-- <a href=""http://www.heartflow.com/"">HeartFlow</a> (Redwood City, CA), heart disease treatments: <a href=""http://www.finsmes.com/2018/02/heartflow-completes-240m-series-e-financing.html"">$240M</a> E from Wellington Management, Baillie Gifford &amp; Company, et al.</p>",2018-02-15
"<p>-- Dialogue (Montreal, Canada), telemedicine: <a href=""http://www.benefitscanada.com/news/telemedicine-provider-dialogue-closes-funding-round-of-12m-110744"">$12M</a> A led by White Star Capital, participation from HV Holtzbrinck, Portag3, National Bank of Canada, Walter Financial.</p>",2018-02-15
